what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360584182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360584516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360585182
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1336360585838
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1336360585880
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336360586347
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1336360599795
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1336360600082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360604622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360609407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336360609453
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336360611621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360613902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360633650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1336360633716
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336360635120
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336360638034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360640831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360651100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1336360651136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360657311
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360669167
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1336360669212
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336360673363
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1336360673677
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336360688837
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1336360689893
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336360690315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360700694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360700919
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336360704587
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1336360705079
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336360711897
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336360716855
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336360721472
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336360728826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336360733115
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336360744041
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336360744999
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336360750911
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336360754449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360764015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360768095
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336360770151
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336360772866
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336360787449
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336360787683
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336360790924
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336360793234
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336360806421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360815715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360816644
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336360817292
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336360817293
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336360818368
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336360818369
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336360819800
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336360820313
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336360820833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336360879860
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336360885117
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336360886661
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336360891894
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.closeProject",1336360898894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360899234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360899680
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336360907298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360910868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360912836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1336360912869
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336360914555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360916270
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1336360928063
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1336360928848
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1336360929470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360936699
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1336360936973
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336360960629
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336360961248
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336360986980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336363231050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336363232247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336363240289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336363241855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364168409
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336364175181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364179019
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1336364183669
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1336364183895
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364184195
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336364190765
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1336364194676
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1336364194692
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336364196975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364200754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364203156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364204032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364211625
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1336364212485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364215316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364215443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364217366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364229892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364230275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364267290
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336364269142
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1336364280525
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1336364280987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364289751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364318830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364354958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364359223
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1336364360754
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336364360787
error,log,,,"Core exception while retrieving the content description",1336364360922
error,log,,,"Core exception while retrieving the content description",1336364360957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1336364362623
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336364364214
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336364427589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364458389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364458573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364478515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364480009
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336364480394
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336364486271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364492697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364492852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364501874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364503180
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336364545151
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336364545973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336364547319
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336364550529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364584854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364586265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364653724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364655924
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336364682206
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336364694181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364696908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364728412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336364728505
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336364728505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364732041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364794774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364798146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364805524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364806750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364907140
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336364907337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364924092
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364947151
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336364963941
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336364984492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364985543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336364995049
