what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336450464349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336450595967
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1336450597988
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1336450598629
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336450600756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336450608829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336450618038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336450631098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336450644580
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336450645835
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336450653695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336450661820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336450661894
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336450661960
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336450881322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336450887634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336450918109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336450929825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336450931210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336450952184
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336450955064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336450956912
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336450960114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336450962959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336450971108
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336450971274
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336450971274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336450993638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336451060286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336451063115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336451063371
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336451064034
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336451067958
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336451086536
